ID,Year,Month,Day,kingdom,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
448,1,4,15,Utopia,300.25,22.99,5.85,11.2,32
449,1,4,15,Valyria,26.9,21.55,13.13,13.6,127
450,1,4,15,Winterfell,22.9,21.62,43.03,6.8,327
451,1,4,16,Arcadia,26.2,22.09,5.59,7.7,329
452,1,4,16,Atlantis,301.05,25.21,4.16,15.2,338
453,1,4,16,Avalon,27.5,25.21,4.16,15.2,338
454,1,4,16,Camelot,24,20.97,3.25,8.9,342
455,1,4,16,Dorne,27.3,22.34,4.55,12.8,58
456,1,4,16,Eden,27.3,23.62,5.33,9.7,21
457,1,4,16,El Dorado,299.05,24.29,3.25,10.9,6
458,1,4,16,Elysium,27.2,23.62,5.33,9.7,21
459,1,4,16,Emerald City,300.65,24.34,3.25,11.3,18
460,1,4,16,Helios,26.4,22.09,5.59,7.7,329
461,1,4,16,Krypton,300.55,23.62,5.33,9.7,21
462,1,4,16,Metropolis,27.4,24.34,3.25,11.3,18
463,1,4,16,Midgar,27.5,23.11,3.12,9,11
464,1,4,16,Midgard,25.3,21.47,6.11,8.8,307
465,1,4,16,Mordor,26.8,22.35,5.98,7.6,277
466,1,4,16,Neo-City,27.4,24.34,3.25,11.3,18
467,1,4,16,Neo-Tokyo,27.4,24.34,3.25,11.3,18
468,1,4,16,Nirvana,300.65,25.21,4.16,15.2,338
469,1,4,16,Olympus,300.25,23.62,5.33,9.7,21
470,1,4,16,Pandora,300.55,23.62,5.33,9.7,21
471,1,4,16,Rapture,300.35,23.62,5.33,9.7,21
472,1,4,16,Rivendell,293.85,19.5,19.24,6.2,4
473,1,4,16,Serenity,300.65,24.34,3.25,11.3,18
474,1,4,16,Shangri-La,27.4,24.34,3.25,11.3,18
475,1,4,16,Solara,300.65,24.34,3.25,11.3,18
476,1,4,16,Solstice,26.8,23.6,7.8,12.2,32
477,1,4,16,Sunspear,27.5,22.97,4.94,10.1,76
478,1,4,16,Utopia,300.75,23.62,5.33,9.7,21
479,1,4,16,Valyria,27,22.08,22.88,9.3,18
480,1,4,16,Winterfell,22.9,19.28,27.69,4.9,17
481,1,4,17,Arcadia,25.8,21.55,10.92,7.7,274
482,1,4,17,Atlantis,301.25,25.21,11.57,16.3,352
483,1,4,17,Avalon,27.2,25.21,11.57,16.3,352
484,1,4,17,Camelot,23.9,21.66,3.77,9.2,325
485,1,4,17,Dorne,27.6,23.13,7.02,12.6,345
486,1,4,17,Eden,27.2,23.08,7.54,11.1,2
487,1,4,17,El Dorado,298.95,24.01,11.31,13.5,10
488,1,4,17,Elysium,27.1,23.08,7.54,11.1,2
489,1,4,17,Emerald City,300.15,23.91,7.28,13.6,9
490,1,4,17,Helios,26.1,21.55,10.92,7.7,274
491,1,4,17,Krypton,300.35,23.08,7.54,11.1,2
492,1,4,17,Metropolis,27.2,23.91,7.28,13.6,9
493,1,4,17,Midgar,27.5,22.07,10.01,9.6,294
494,1,4,17,Midgard,25.3,21.86,4.81,8.8,298
495,1,4,17,Mordor,26.6,23.58,40.95,8.6,339
496,1,4,17,Neo-City,27.1,23.91,7.28,13.6,9
497,1,4,17,Neo-Tokyo,27.1,23.91,7.28,13.6,9
498,1,4,17,Nirvana,300.45,25.21,11.57,16.3,352
499,1,4,17,Olympus,300.15,23.08,7.54,11.1,2
500,1,4,17,Pandora,300.35,23.08,7.54,11.1,2
501,1,4,17,Rapture,300.05,23.08,7.54,11.1,2
502,1,4,17,Rivendell,294.05,21.22,13.52,7.7,0
503,1,4,17,Serenity,300.35,23.91,7.28,13.6,9
504,1,4,17,Shangri-La,27.2,23.91,7.28,13.6,9
505,1,4,17,Solara,300.05,23.91,7.28,13.6,9
506,1,4,17,Solstice,28,25.29,0.78,15.7,14
507,1,4,17,Sunspear,28,24.16,3.38,12.6,22
508,1,4,17,Utopia,300.45,23.08,7.54,11.1,2
509,1,4,17,Valyria,27.3,24.29,11.05,16.3,11
510,1,4,17,Winterfell,23.3,20.94,85.41,5.1,6
511,1,4,18,Arcadia,26.4,24.06,4.94,8.3,258
512,1,4,18,Atlantis,301.15,25.05,8.32,13.8,354
513,1,4,18,Avalon,27.2,25.05,8.32,13.8,354
514,1,4,18,Camelot,24.6,24.19,1.82,7.4,0
515,1,4,18,Dorne,28.5,24.8,0.65,12.5,122
516,1,4,18,Eden,27.5,23.55,3.38,9.4,259
517,1,4,18,El Dorado,299.05,23.53,4.29,10.1,36
518,1,4,18,Elysium,27.4,23.55,3.38,9.4,259
519,1,4,18,Emerald City,300.35,23.62,4.03,12,5
520,1,4,18,Helios,26.8,24.06,4.94,8.3,258
521,1,4,18,Krypton,300.65,23.55,3.38,9.4,259
522,1,4,18,Metropolis,27.6,23.62,4.03,12,5
523,1,4,18,Midgar,28.1,24.8,3.25,10.2,253
524,1,4,18,Midgard,26,24.77,4.94,5.2,263
525,1,4,18,Mordor,27.2,24.34,2.34,7.3,5
526,1,4,18,Neo-City,27.4,23.62,4.03,12,5
527,1,4,18,Neo-Tokyo,27.4,23.62,4.03,12,5
528,1,4,18,Nirvana,300.45,25.05,8.32,13.8,354
529,1,4,18,Olympus,300.25,23.55,3.38,9.4,259
530,1,4,18,Pandora,300.75,23.55,3.38,9.4,259
531,1,4,18,Rapture,300.55,23.55,3.38,9.4,259
532,1,4,18,Rivendell,294.25,23.84,9.88,4.4,62
533,1,4,18,Serenity,300.65,23.62,4.03,12,5
534,1,4,18,Shangri-La,27.5,23.62,4.03,12,5
535,1,4,18,Solara,300.35,23.62,4.03,12,5
536,1,4,18,Solstice,28.3,26.08,0.13,16.5,65
537,1,4,18,Sunspear,28.7,25.37,0,15.2,126
538,1,4,18,Utopia,300.95,23.55,3.38,9.4,259
539,1,4,18,Valyria,28.1,25.82,1.04,11.9,92
540,1,4,18,Winterfell,23.9,23.29,11.31,8.6,104
541,1,4,19,Arcadia,25.8,23.48,23.66,7.9,247
542,1,4,19,Atlantis,300.85,24.86,11.44,8.1,287
543,1,4,19,Avalon,27.1,24.86,11.44,8.1,287
544,1,4,19,Camelot,24.1,22.75,22.49,6.5,51
545,1,4,19,Dorne,28.7,25.32,1.3,11.7,233
546,1,4,19,Eden,27.1,22.95,7.15,9.3,220
547,1,4,19,El Dorado,299.15,22.56,12.35,9.4,201
548,1,4,19,Elysium,27,22.95,7.15,9.3,220
549,1,4,19,Emerald City,300.25,22.7,9.62,10.7,211
550,1,4,19,Helios,26.1,23.48,23.66,7.9,247
551,1,4,19,Krypton,300.25,22.95,7.15,9.3,220
552,1,4,19,Metropolis,27.2,22.7,9.62,10.7,211
553,1,4,19,Midgar,27.9,24.21,11.31,8.7,240
554,1,4,19,Midgard,25.3,23.36,34.71,5.4,244
555,1,4,19,Mordor,27.4,24.38,4.94,8.2,274
556,1,4,19,Neo-City,27,22.7,9.62,10.7,211
557,1,4,19,Neo-Tokyo,27.1,22.7,9.62,10.7,211
558,1,4,19,Nirvana,300.25,24.86,11.44,8.1,287
559,1,4,19,Olympus,300.05,22.95,7.15,9.3,220
560,1,4,19,Pandora,300.35,22.95,7.15,9.3,220
561,1,4,19,Rapture,300.25,22.95,7.15,9.3,220
562,1,4,19,Rivendell,294.25,22.15,25.74,3.4,82
563,1,4,19,Serenity,300.25,22.7,9.62,10.7,211
564,1,4,19,Shangri-La,27.1,22.7,9.62,10.7,211
565,1,4,19,Solara,300.25,22.7,9.62,10.7,211
566,1,4,19,Solstice,28.4,25.31,0.26,12.3,179
567,1,4,19,Sunspear,29.1,26.17,0.26,13.6,170
568,1,4,19,Utopia,300.55,22.95,7.15,9.3,220
569,1,4,19,Valyria,28.3,25.35,0.91,13,192
570,1,4,19,Winterfell,23.6,22.24,19.5,6.9,202
571,1,4,20,Arcadia,24.8,17.4,60.32,8.6,315
572,1,4,20,Atlantis,299.85,20.84,46.28,9.8,193
573,1,4,20,Avalon,26.1,20.84,46.28,9.8,193
574,1,4,20,Camelot,23.6,16.9,85.54,5.9,50
575,1,4,20,Dorne,27.6,21.24,13.65,18.3,170
576,1,4,20,Eden,26.2,17.05,79.17,9,207
577,1,4,20,El Dorado,298.45,18.26,82.29,9.6,189
578,1,4,20,Elysium,26.1,17.05,79.17,9,207
579,1,4,20,Emerald City,299.25,17.49,96.46,13.1,194
580,1,4,20,Helios,25.2,17.4,60.32,8.6,315
581,1,4,20,Krypton,299.35,17.05,79.17,9,207
582,1,4,20,Metropolis,26.3,17.49,96.46,13.1,194
583,1,4,20,Midgar,26.7,18.44,37.44,10,197
584,1,4,20,Midgard,24.7,17.52,75.27,6.2,80
585,1,4,20,Mordor,26.2,18.18,41.99,8.9,165
586,1,4,20,Neo-City,26.1,17.49,96.46,13.1,194
587,1,4,20,Neo-Tokyo,26.1,17.49,96.46,13.1,194
588,1,4,20,Nirvana,299.35,20.84,46.28,9.8,193
589,1,4,20,Olympus,299.15,17.05,79.17,9,207
590,1,4,20,Pandora,299.45,17.05,79.17,9,207
591,1,4,20,Rapture,299.25,17.05,79.17,9,207
592,1,4,20,Rivendell,293.65,16.25,30.03,5,127
593,1,4,20,Serenity,299.35,17.49,96.46,13.1,194
594,1,4,20,Shangri-La,26.2,17.49,96.46,13.1,194
595,1,4,20,Solara,299.15,17.49,96.46,13.1,194
596,1,4,20,Solstice,27.2,19.41,15.6,16.7,171
597,1,4,20,Sunspear,28.4,23.48,8.58,23.2,160
598,1,4,20,Utopia,299.55,17.05,79.17,9,207
599,1,4,20,Valyria,26.4,15.72,23.92,17.4,188
600,1,4,20,Winterfell,22.9,15.64,52.78,7.1,165
601,1,4,21,Arcadia,24.3,13.75,16.51,8.2,239
602,1,4,21,Atlantis,299.35,14.66,27.56,14.9,290
603,1,4,21,Avalon,25.9,14.66,27.56,14.9,290
604,1,4,21,Camelot,23.1,14.04,40.3,4.7,249
605,1,4,21,Dorne,26.8,16.47,8.32,16.2,229
606,1,4,21,Eden,25.6,13.25,17.68,13,224
607,1,4,21,El Dorado,297.85,15.45,26.91,11.5,210
608,1,4,21,Elysium,25.5,13.25,17.68,13,224
609,1,4,21,Emerald City,298.85,14.27,19.37,14.8,220
610,1,4,21,Helios,24.7,13.75,16.51,8.2,239
611,1,4,21,Krypton,298.85,13.25,17.68,13,224
612,1,4,21,Metropolis,25.6,14.27,19.37,14.8,220
613,1,4,21,Midgar,26.1,14.15,13,10.2,228
614,1,4,21,Midgard,24.3,14.89,20.02,6.3,262
615,1,4,21,Mordor,25.8,15.13,24.7,11.4,286
616,1,4,21,Neo-City,25.7,14.27,19.37,14.8,220
617,1,4,21,Neo-Tokyo,25.7,14.27,19.37,14.8,220
618,1,4,21,Nirvana,299.15,14.66,27.56,14.9,290
619,1,4,21,Olympus,298.45,13.25,17.68,13,224
620,1,4,21,Pandora,298.75,13.25,17.68,13,224
621,1,4,21,Rapture,298.55,13.25,17.68,13,224
622,1,4,21,Rivendell,293.25,14.61,21.71,4.8,221
623,1,4,21,Serenity,298.95,14.27,19.37,14.8,220
624,1,4,21,Shangri-La,25.7,14.27,19.37,14.8,220
625,1,4,21,Solara,298.85,14.27,19.37,14.8,220
626,1,4,21,Solstice,27.6,23.24,3.25,15.2,203
627,1,4,21,Sunspear,27.5,14.45,4.68,17,220
628,1,4,21,Utopia,298.85,13.25,17.68,13,224
629,1,4,21,Valyria,27.3,21.2,0.52,15.9,221
630,1,4,21,Winterfell,22.9,15.07,7.28,7.6,280
631,1,4,22,Arcadia,26.5,20.82,0.39,9.7,259
632,1,4,22,Atlantis,301.75,26.89,0,15.7,312
633,1,4,22,Avalon,27.7,26.89,0,15.7,312
634,1,4,22,Camelot,24.6,22.03,2.86,6.9,273
635,1,4,22,Dorne,28.5,22.26,0.39,15.6,246
636,1,4,22,Eden,27.3,22.27,0.13,10.9,244
637,1,4,22,El Dorado,299.15,24.18,0,11.4,280
638,1,4,22,Elysium,27.2,22.27,0.13,10.9,244
639,1,4,22,Emerald City,300.55,23.22,0.13,10.7,249
640,1,4,22,Helios,26.7,20.82,0.39,9.7,259
641,1,4,22,Krypton,300.45,22.27,0.13,10.9,244
642,1,4,22,Metropolis,27.4,23.22,0.13,10.7,249
643,1,4,22,Midgar,27.8,20.88,0.65,12.3,257
644,1,4,22,Midgard,26.1,21.61,1.3,8.6,278
645,1,4,22,Mordor,28,27.15,0,13.9,286
646,1,4,22,Neo-City,27.3,23.22,0.13,10.7,249
647,1,4,22,Neo-Tokyo,27.4,23.22,0.13,10.7,249
648,1,4,22,Nirvana,300.95,26.89,0,15.7,312
649,1,4,22,Olympus,300.35,22.27,0.13,10.9,244
650,1,4,22,Pandora,300.55,22.27,0.13,10.9,244
651,1,4,22,Rapture,300.65,22.27,0.13,10.9,244
652,1,4,22,Rivendell,294.55,24.12,8.32,2.8,280
653,1,4,22,Serenity,300.55,23.22,0.13,10.7,249
654,1,4,22,Shangri-La,27.3,23.22,0.13,10.7,249
655,1,4,22,Solara,300.55,23.22,0.13,10.7,249
656,1,4,22,Solstice,28.5,24.83,0.26,13.4,190
657,1,4,22,Sunspear,29.1,23.71,0.52,17.1,235
658,1,4,22,Utopia,300.75,22.27,0.13,10.9,244
659,1,4,22,Valyria,28.5,26.5,0.52,16,210
660,1,4,22,Winterfell,23.8,26.15,2.99,7.6,274
661,1,4,23,Arcadia,26.3,21.45,3.64,11.4,243
662,1,4,23,Atlantis,301.55,24.91,0,17.1,312
663,1,4,23,Avalon,28,24.91,0,17.1,312
664,1,4,23,Camelot,24.5,21.44,8.58,6.5,257
665,1,4,23,Dorne,28.9,22.22,1.43,18.8,247
666,1,4,23,Eden,27.6,21.16,4.16,13.2,255
667,1,4,23,El Dorado,299.35,21.7,1.43,13.2,309
668,1,4,23,Elysium,27.5,21.16,4.16,13.2,255
669,1,4,23,Emerald City,301.15,21.26,2.99,14.2,275
670,1,4,23,Helios,26.6,21.45,3.64,11.4,243
671,1,4,23,Krypton,300.85,21.16,4.16,13.2,255
672,1,4,23,Metropolis,27.7,21.26,2.99,14.2,275
673,1,4,23,Midgar,28.2,22.1,4.16,13.2,249
674,1,4,23,Midgard,26.1,21.51,5.07,8.9,262
675,1,4,23,Mordor,28.3,24.52,0,15.1,292
676,1,4,23,Neo-City,27.7,21.26,2.99,14.2,275
677,1,4,23,Neo-Tokyo,27.7,21.26,2.99,14.2,275
678,1,4,23,Nirvana,301.25,24.91,0,17.1,312
679,1,4,23,Olympus,300.55,21.16,4.16,13.2,255
680,1,4,23,Pandora,300.85,21.16,4.16,13.2,255
681,1,4,23,Rapture,300.65,21.16,4.16,13.2,255
682,1,4,23,Rivendell,294.45,22.48,7.93,3.7,351
683,1,4,23,Serenity,300.95,21.26,2.99,14.2,275
684,1,4,23,Shangri-La,27.7,21.26,2.99,14.2,275
685,1,4,23,Solara,301.05,21.26,2.99,14.2,275
686,1,4,23,Solstice,28.8,25.36,1.04,16.4,235
687,1,4,23,Sunspear,29.3,23.62,0.65,21.3,240
688,1,4,23,Utopia,301.05,21.16,4.16,13.2,255
689,1,4,23,Valyria,28.6,24.61,0.65,15.9,198
690,1,4,23,Winterfell,23.9,23.79,2.73,6.2,298
691,1,4,24,Arcadia,26.2,23.35,3.25,9.7,245
692,1,4,24,Atlantis,301.25,24.77,4.81,14.9,301
693,1,4,24,Avalon,27.5,24.77,4.81,14.9,301
694,1,4,24,Camelot,24.4,22.86,4.16,6.5,265
695,1,4,24,Dorne,28.3,23.78,8.45,15.9,235
696,1,4,24,Eden,27.2,22.77,7.54,11.5,241
697,1,4,24,El Dorado,299.15,22.72,8.06,10.9,281
698,1,4,24,Elysium,27.1,22.77,7.54,11.5,241
699,1,4,24,Emerald City,300.55,22.57,8.58,12.5,246
700,1,4,24,Helios,26.4,23.35,3.25,9.7,245
701,1,4,24,Krypton,300.35,22.77,7.54,11.5,241
702,1,4,24,Metropolis,27.3,22.57,8.58,12.5,246
703,1,4,24,Midgar,27.8,23.87,5.33,11.8,246
704,1,4,24,Midgard,25.9,23.4,3.64,8.1,264
705,1,4,24,Mordor,28,24.52,0.39,14.3,283
706,1,4,24,Neo-City,27.1,22.57,8.58,12.5,246
707,1,4,24,Neo-Tokyo,27.2,22.57,8.58,12.5,246
708,1,4,24,Nirvana,300.65,24.77,4.81,14.9,301
709,1,4,24,Olympus,300.15,22.77,7.54,11.5,241
710,1,4,24,Pandora,300.45,22.77,7.54,11.5,241
711,1,4,24,Rapture,300.35,22.77,7.54,11.5,241
712,1,4,24,Rivendell,294.25,22.8,5.46,2.9,331
713,1,4,24,Serenity,300.45,22.57,8.58,12.5,246
714,1,4,24,Shangri-La,27.2,22.57,8.58,12.5,246
715,1,4,24,Solara,300.45,22.57,8.58,12.5,246
716,1,4,24,Solstice,28.5,27.37,1.04,15.1,199
717,1,4,24,Sunspear,28.9,25.01,5.07,19.5,225
718,1,4,24,Utopia,300.65,22.77,7.54,11.5,241
719,1,4,24,Valyria,28.7,24.38,0.39,15,211
720,1,4,24,Winterfell,24.2,23.39,2.34,7.6,278
721,1,4,25,Arcadia,25.7,21.83,5.85,6.3,249
722,1,4,25,Atlantis,300.25,24.43,9.62,10.8,306
723,1,4,25,Avalon,26.9,24.43,9.62,10.8,306
724,1,4,25,Camelot,24,22.2,5.85,6.3,305
725,1,4,25,Dorne,28.2,19.77,1.69,11.7,243
726,1,4,25,Eden,27,22.36,8.19,7.3,240
727,1,4,25,El Dorado,298.75,23,8.45,8,266
728,1,4,25,Elysium,26.9,22.36,8.19,7.3,240
729,1,4,25,Emerald City,300.25,22.83,8.19,7.9,235
730,1,4,25,Helios,25.9,21.83,5.85,6.3,249
731,1,4,25,Krypton,300.15,22.36,8.19,7.3,240
732,1,4,25,Metropolis,27.1,22.83,8.19,7.9,235
733,1,4,25,Midgar,27.7,21.32,4.29,7.8,242
734,1,4,25,Midgard,25.4,22.73,5.07,6.9,281
735,1,4,25,Mordor,27.2,23.45,2.08,8.7,282
736,1,4,25,Neo-City,26.9,22.83,8.19,7.9,235
737,1,4,25,Neo-Tokyo,27,22.83,8.19,7.9,235
738,1,4,25,Nirvana,300.15,24.43,9.62,10.8,306
739,1,4,25,Olympus,299.85,22.36,8.19,7.3,240
740,1,4,25,Pandora,300.25,22.36,8.19,7.3,240
741,1,4,25,Rapture,300.05,22.36,8.19,7.3,240
742,1,4,25,Rivendell,293.95,21.76,20.93,4.4,121
743,1,4,25,Serenity,300.15,22.83,8.19,7.9,235
744,1,4,25,Shangri-La,27,22.83,8.19,7.9,235
745,1,4,25,Solara,300.15,22.83,8.19,7.9,235
746,1,4,25,Solstice,28.3,25.95,0.78,13.2,188
747,1,4,25,Sunspear,28.6,18.36,1.56,17.1,232
748,1,4,25,Utopia,300.35,22.36,8.19,7.3,240
749,1,4,25,Valyria,27.8,22.09,1.56,14.8,195
750,1,4,25,Winterfell,23.4,21.6,21.06,6.6,258
751,1,4,26,Arcadia,25.4,22.38,42.9,6.8,224
752,1,4,26,Atlantis,300.75,24.98,3.64,9.9,221
753,1,4,26,Avalon,26.9,24.98,3.64,9.9,221
754,1,4,26,Camelot,23.7,21.88,48.75,6.3,186
755,1,4,26,Dorne,27.5,21.9,3.9,13.8,208
756,1,4,26,Eden,26.9,22.34,9.36,9.8,208
757,1,4,26,El Dorado,299.05,22.35,7.15,8.9,190
758,1,4,26,Elysium,26.8,22.34,9.36,9.8,208
759,1,4,26,Emerald City,300.05,22.03,8.71,10.8,202
760,1,4,26,Helios,25.6,22.38,42.9,6.8,224
761,1,4,26,Krypton,300.15,22.34,9.36,9.8,208
762,1,4,26,Metropolis,27,22.03,8.71,10.8,202
763,1,4,26,Midgar,27.2,22.65,7.54,9,223
764,1,4,26,Midgard,24.9,21.96,68.64,6.5,251
765,1,4,26,Mordor,27.1,24.64,1.95,12,256
766,1,4,26,Neo-City,26.9,22.03,8.71,10.8,202
767,1,4,26,Neo-Tokyo,26.9,22.03,8.71,10.8,202
768,1,4,26,Nirvana,300.15,24.98,3.64,9.9,221
769,1,4,26,Olympus,299.95,22.34,9.36,9.8,208
770,1,4,26,Pandora,300.15,22.34,9.36,9.8,208
771,1,4,26,Rapture,299.95,22.34,9.36,9.8,208
772,1,4,26,Rivendell,294.05,22.63,13,4.3,173
773,1,4,26,Serenity,300.05,22.03,8.71,10.8,202
774,1,4,26,Shangri-La,27,22.03,8.71,10.8,202
775,1,4,26,Solara,300.05,22.03,8.71,10.8,202
776,1,4,26,Solstice,27.7,24.99,4.16,15.3,176
777,1,4,26,Sunspear,28,23.48,4.16,17.8,198
778,1,4,26,Utopia,300.25,22.34,9.36,9.8,208
779,1,4,26,Valyria,27.9,24.14,1.69,14.1,209
780,1,4,26,Winterfell,23.3,23.91,2.73,7.2,232
781,1,4,27,Arcadia,26,22.66,3.64,6,290
782,1,4,27,Atlantis,301.15,26.38,1.17,9.2,168
783,1,4,27,Avalon,27.4,26.38,1.17,9.2,168
784,1,4,27,Camelot,24.3,23.74,11.05,5.4,5
785,1,4,27,Dorne,27.6,23.26,5.46,8.7,163
786,1,4,27,Eden,27.3,24.14,2.34,8.9,223
787,1,4,27,El Dorado,299.55,25.53,2.86,7.2,197
788,1,4,27,Elysium,27.2,24.14,2.34,8.9,223
789,1,4,27,Emerald City,300.55,25.01,2.6,9.8,216
790,1,4,27,Helios,26.2,22.66,3.64,6,290
791,1,4,27,Krypton,300.55,24.14,2.34,8.9,223
792,1,4,27,Metropolis,27.4,25.01,2.6,9.8,216
793,1,4,27,Midgar,27.4,22.94,5.33,8.4,273
794,1,4,27,Midgard,25.6,23.44,6.5,4.5,297
795,1,4,27,Mordor,27.4,25.76,0.65,10,169
796,1,4,27,Neo-City,27.3,25.01,2.6,9.8,216
797,1,4,27,Neo-Tokyo,27.4,25.01,2.6,9.8,216
798,1,4,27,Nirvana,300.55,26.38,1.17,9.2,168
799,1,4,27,Olympus,300.35,24.14,2.34,8.9,223
800,1,4,27,Pandora,300.55,24.14,2.34,8.9,223
801,1,4,27,Rapture,300.55,24.14,2.34,8.9,223
802,1,4,27,Rivendell,294.55,24.74,3.12,2.9,137
803,1,4,27,Serenity,300.55,25.01,2.6,9.8,216
804,1,4,27,Shangri-La,27.4,25.01,2.6,9.8,216
805,1,4,27,Solara,300.45,25.01,2.6,9.8,216
806,1,4,27,Solstice,28.5,26.19,0.13,16.2,172
807,1,4,27,Sunspear,28.2,23.54,6.63,14,156
808,1,4,27,Utopia,300.75,24.14,2.34,8.9,223
809,1,4,27,Valyria,28.4,25.9,0.26,14.2,194
810,1,4,27,Winterfell,24.1,24.83,1.56,7.5,208
811,1,4,28,Arcadia,26,23.17,6.63,7.9,255
812,1,4,28,Atlantis,301.55,26.04,2.6,7.3,284
813,1,4,28,Avalon,27.9,26.04,2.6,7.3,284
814,1,4,28,Camelot,24.4,23.13,7.93,6.6,10
815,1,4,28,Dorne,28.3,22.9,0.52,9.4,261
816,1,4,28,Eden,27.3,23.08,6.5,9.7,204
817,1,4,28,El Dorado,299.25,23.34,10.92,8,247
818,1,4,28,Elysium,27.2,23.08,6.5,9.7,204
819,1,4,28,Emerald City,300.35,23.14,9.88,10.9,209
820,1,4,28,Helios,26.2,23.17,6.63,7.9,255
821,1,4,28,Krypton,300.45,23.08,6.5,9.7,204
822,1,4,28,Metropolis,27.4,23.14,9.88,10.9,209
823,1,4,28,Midgar,27.7,23.77,4.94,9.5,266
824,1,4,28,Midgard,25.8,23.6,9.75,6.9,280
825,1,4,28,Mordor,27.4,24.86,2.86,5.9,253
826,1,4,28,Neo-City,27.2,23.14,9.88,10.9,209
827,1,4,28,Neo-Tokyo,27.3,23.14,9.88,10.9,209
828,1,4,28,Nirvana,301.05,26.04,2.6,7.3,284
829,1,4,28,Olympus,300.15,23.08,6.5,9.7,204
830,1,4,28,Pandora,300.55,23.08,6.5,9.7,204
831,1,4,28,Rapture,300.45,23.08,6.5,9.7,204
832,1,4,28,Rivendell,294.35,23.24,6.37,3.9,94
833,1,4,28,Serenity,300.45,23.14,9.88,10.9,209
834,1,4,28,Shangri-La,27.3,23.14,9.88,10.9,209
835,1,4,28,Solara,300.25,23.14,9.88,10.9,209
836,1,4,28,Solstice,28.7,25.95,0,13.6,169
837,1,4,28,Sunspear,29,24.12,0.39,14.7,229
838,1,4,28,Utopia,300.75,23.08,6.5,9.7,204
839,1,4,28,Valyria,28.4,25.32,0.39,12.6,178
840,1,4,28,Winterfell,24.1,23.58,3.51,5.8,177
841,1,4,29,Arcadia,25.9,23.04,11.31,9.2,252
842,1,4,29,Atlantis,300.15,23.73,14.95,10.2,285
843,1,4,29,Avalon,27.1,23.73,14.95,10.2,285
844,1,4,29,Camelot,24.3,22.95,8.32,6.5,253
845,1,4,29,Dorne,28.4,22.93,2.34,15.3,242
846,1,4,29,Eden,27.1,21.78,12.48,10.8,229
847,1,4,29,El Dorado,298.95,20.96,21.97,10.1,220
848,1,4,29,Elysium,27,21.78,12.48,10.8,229
849,1,4,29,Emerald City,300.05,21.36,16.25,12.3,224
850,1,4,29,Helios,26.1,23.04,11.31,9.2,252
851,1,4,29,Krypton,300.25,21.78,12.48,10.8,229
852,1,4,29,Metropolis,27.2,21.36,16.25,12.3,224
853,1,4,29,Midgar,27.8,23.44,7.02,10.6,248
854,1,4,29,Midgard,25.7,24.14,7.54,6.6,260
855,1,4,29,Mordor,27,21.71,11.18,9.4,284
856,1,4,29,Neo-City,27,21.36,16.25,12.3,224
857,1,4,29,Neo-Tokyo,27,21.36,16.25,12.3,224
858,1,4,29,Nirvana,300.35,23.73,14.95,10.2,285
859,1,4,29,Olympus,300.05,21.78,12.48,10.8,229
860,1,4,29,Pandora,300.35,21.78,12.48,10.8,229
861,1,4,29,Rapture,300.25,21.78,12.48,10.8,229
862,1,4,29,Rivendell,293.95,22.05,13.39,4.2,16
863,1,4,29,Serenity,300.25,21.36,16.25,12.3,224
864,1,4,29,Shangri-La,27.1,21.36,16.25,12.3,224
865,1,4,29,Solara,300.05,21.36,16.25,12.3,224
866,1,4,29,Solstice,28.5,26.08,1.56,17.3,213
867,1,4,29,Sunspear,29.2,24.78,1.04,17.7,239
868,1,4,29,Utopia,300.55,21.78,12.48,10.8,229
869,1,4,29,Valyria,27.8,22.95,3.64,16.1,213
870,1,4,29,Winterfell,23.6,20.95,27.56,5.5,270
871,1,4,30,Arcadia,25.7,21.45,3.38,11.1,250
872,1,4,30,Atlantis,299.95,16.6,11.44,12.3,302
873,1,4,30,Avalon,26.4,16.6,11.44,12.3,302
874,1,4,30,Camelot,24,20.13,3.77,7.6,262
875,1,4,30,Dorne,28.5,23.38,1.56,21.6,252
876,1,4,30,Eden,26.8,18.88,4.16,10.5,229
877,1,4,30,El Dorado,298.45,16.62,8.06,7.1,227
878,1,4,30,Elysium,26.7,18.88,4.16,10.5,229
879,1,4,30,Emerald City,299.65,17.65,4.16,9.3,224
880,1,4,30,Helios,25.9,21.45,3.38,11.1,250
881,1,4,30,Krypton,299.95,18.88,4.16,10.5,229
882,1,4,30,Metropolis,26.9,17.65,4.16,9.3,224
883,1,4,30,Midgar,27.7,21.87,2.99,12,251
884,1,4,30,Midgard,25.2,21.54,4.68,10.7,267
885,1,4,30,Mordor,26.8,16.52,4.42,14.1,287
886,1,4,30,Neo-City,26.7,17.65,4.16,9.3,224
887,1,4,30,Neo-Tokyo,26.7,17.65,4.16,9.3,224
888,1,4,30,Nirvana,299.65,16.6,11.44,12.3,302
889,1,4,30,Olympus,299.65,18.88,4.16,10.5,229
890,1,4,30,Pandora,300.05,18.88,4.16,10.5,229
891,1,4,30,Rapture,299.85,18.88,4.16,10.5,229
892,1,4,30,Rivendell,293.75,18.6,8.32,5.4,320
893,1,4,30,Serenity,299.95,17.65,4.16,9.3,224
894,1,4,30,Shangri-La,26.8,17.65,4.16,9.3,224
895,1,4,30,Solara,299.65,17.65,4.16,9.3,224
